1000 48356
312 516 0
312 546 3
312 582 11
312 606 6
312 607 12
312 613 0
312 624 4
312 636 14
312 666 15
312 670 6
312 704 8
312 721 15
312 753 3
312 781 9
312 795 9
312 797 2
312 834 1
312 857 3
312 874 3
312 885 10
312 889 9
312 909 7
312 915 0
312 928 14
312 952 4
312 964 1
312 965 4
313 14 8
313 15 4
313 21 2
313 93 5
313 103 0
313 106 8
313 128 10
313 144 4
313 157 15
313 162 15
313 165 9
313 176 5
313 190 6
313 222 9
313 228 9
313 234 4
313 251 8
313 265 3
313 310 1
313 323 3
313 383 10
313 468 2
313 476 12
313 480 0
313 502 11
313 554 2
313 557 13
313 571 4
313 595 3
313 644 13
313 646 0
313 651 8
313 658 10
313 662 10
313 675 2
313 703 8
313 709 9
313 722 7
313 752 9
313 755 2
313 804 12
313 822 8
313 852 12
313 903 7
313 930 10
313 510 15
313 530 13
313 539 3
313 545 10
313 553 0
313 560 4
313 566 1
313 631 7
313 670 2
313 689 10
313 738 5
313 756 2
313 761 8
313 773 1
313 784 10
313 789 8
313 795 4
313 820 5
313 825 9
313 829 11
313 865 12
313 875 15
313 877 11
313 890 12
313 891 11
313 933 10
313 938 3
313 963 12
313 971 11
313 987 7
314 0 2
314 42 10
314 64 6
314 74 9
314 75 13
314 90 11
314 93 8
314 99 3
314 106 8
314 118 13
314 123 10
314 139 9
314 151 9
314 162 8
314 171 2
314 188 15
314 199 8
314 201 0
314 214 8
314 278 14
314 285 1
314 323 13
314 329 11
314 330 3
314 337 15
314 347 6
314 351 2
314 375 13
314 401 13
314 418 8
314 429 3
314 485 11
314 544 2
314 553 4
314 563 4
314 585 7
314 602 10
314 609 5
314 635 9
314 647 6
314 677 6
314 685 4
314 735 13
314 746 11
314 766 13
314 786 8
314 809 3
314 816 15
314 825 15
314 847 4
314 874 6
314 878 13
314 879 7
314 882 9
314 907 13
314 925 2
314 939 4
314 973 15
314 991 4
314 508 9
314 527 13
314 552 0
314 573 14
314 611 1
314 643 7
314 645 0
314 689 10
314 770 7
314 771 1
314 773 7
314 775 15
314 801 15
314 818 4
314 834 11
314 857 4
314 860 13
314 864 2
314 883 9
315 23 12
315 24 9
315 61 9
315 62 1
315 141 3
315 197 14
315 275 3
315 307 15
315 317 9
315 321 5
315 322 11
315 330 11
315 337 15
315 341 13
315 345 3
315 346 15
315 347 12
315 349 6
315 382 9
315 400 14
315 435 7
315 446 14
315 454 14
315 471 11
315 478 14
315 482 0
315 489 14
315 509 7
315 539 12
315 542 10
315 548 2
315 550 6
315 574 6
315 631 8
315 647 2
315 655 8
315 656 2
315 712 0
315 721 0
315 754 4
315 755 2
315 759 15
315 764 5
315 795 3
315 818 3
315 823 10
315 851 11
315 857 13
315 872 15
315 885 5
315 915 12
315 926 14
315 938 12
315 945 8
315 972 11
315 554 3
315 584 3
315 589 10
315 641 11
315 645 2
315 707 4
315 810 7
315 843 11
315 850 15
315 866 0
315 912 4
315 928 10
315 931 3
315 948 13
315 960 6
315 996 15
316 97 10
316 102 13
316 144 1
316 201 12
316 203 10
316 209 1
316 240 15
316 241 0
316 257 9
316 266 6
316 309 14
316 315 8
316 368 0
316 425 10
316 433 5
316 452 10
316 484 15
316 539 6
316 554 7
316 563 1
316 594 1
316 600 12
316 672 11
316 704 9
316 712 9
316 716 0
316 790 9
316 867 7
316 885 1
316 909 12
316 983 10
316 993 13
316 505 15
316 517 3
316 549 1
316 564 6
316 621 1
316 624 6
316 697 3
316 702 11
316 723 5
316 764 7
316 770 10
316 800 15
316 819 8
316 821 7
316 822 2
316 833 11
316 850 10
316 869 4
316 872 1
316 908 2
316 959 10
316 974 5
317 45 9
317 84 15
317 111 8
317 114 6
317 136 13
317 150 0
317 169 15
317 183 11
317 215 13
317 245 10
317 294 4
317 330 12
317 336 10
317 341 9
317 355 5
317 375 4
317 389 3
317 391 0
317 444 8
317 450 11
317 455 3
317 465 5
317 491 3
317 543 9
317 576 10
317 577 9
317 585 5
317 597 9
317 644 8
317 697 13
317 705 4
317 737 10
317 760 15
317 798 13
317 807 7
317 828 8
317 842 0
317 894 7
317 898 0
317 931 6
317 943 13
317 964 2
317 965 3
317 966 0
317 971 10
317 981 7
317 986 12
317 523 7
317 532 14
317 535 5
317 554 3
317 610 6
317 613 6
317 632 1
317 680 5
317 681 4
317 729 14
317 749 11
317 816 9
317 847 4
317 888 10
317 908 12
317 919 2
317 983 11
318 20 2
318 22 5
318 23 10
318 34 9
318 39 8
318 48 10
318 64 9
318 97 6
318 102 9
318 125 1
318 133 10
318 137 3
318 153 9
318 166 7
318 185 4
318 202 5
318 221 10
318 263 4
318 284 8
318 322 8
318 325 2
318 335 11
318 354 8
318 403 9
318 410 8
318 412 10
318 416 14
318 483 2
318 496 8
318 500 15
318 508 13
318 536 5
318 551 10
318 554 2
318 562 12
318 598 4
318 614 8
318 619 7
318 637 3
318 640 12
318 641 10
318 655 9
318 658 12
318 662 2
318 669 4
318 678 10
318 687 13
318 727 12
318 736 12
318 740 15
318 743 8
318 750 13
318 751 1
318 775 7
318 791 15
318 833 13
318 853 15
318 855 7
318 880 3
318 901 3
318 935 4
318 978 8
318 531 7
318 534 0
318 632 8
318 689 10
318 703 13
318 732 6
318 784 3
318 824 6
318 837 4
318 864 12
318 883 4
318 918 14
318 919 6
318 949 8
318 976 5
319 8 12
319 15 3
319 27 5
319 80 2
319 85 8
319 90 3
319 101 10
319 114 12
319 121 13
319 134 10
319 148 3
319 182 13
319 206 9
319 226 15
319 251 9
319 258 10
319 310 8
319 313 12
319 315 7
319 325 5
319 346 13
319 368 4
319 385 14
319 391 1
319 402 1
319 422 1
319 441 6
319 464 10
319 478 4
319 492 4
319 514 12
319 518 9
319 536 3
319 543 11
319 578 2
319 642 5
319 643 9
319 711 0
319 735 15
319 736 3
319 751 5
319 752 7
319 756 8
319 769 0
319 792 0
319 813 15
319 828 3
319 843 12
319 860 2
319 864 15
319 901 3
319 911 2
319 926 11
319 959 7
319 971 9
319 980 6
319 987 9
319 997 4
319 998 9
319 500 15
319 503 1
319 531 14
319 557 6
319 617 1
319 628 6
319 632 6
319 706 5
319 710 12
319 714 9
319 730 1
319 745 0
319 755 5
319 759 13
319 761 15
319 790 6
319 848 7
319 854 6
319 861 0
319 912 6
319 927 14
319 994 3
320 11 2
320 38 9
320 42 0
320 72 12
320 104 6
320 118 0
320 155 13
320 158 6
320 164 4
320 170 2
320 179 8
320 209 6
320 255 11
320 294 3
320 297 15
320 311 4
320 326 8
320 330 3
320 369 1
320 394 13
320 420 3
320 449 14
320 481 12
320 487 15
320 495 7
320 520 8
320 536 8
320 574 9
320 577 5
320 580 1
320 599 14
320 601 15
320 605 7
320 694 9
320 700 6
320 703 3
320 721 6
320 728 0
320 739 9
320 766 4
320 839 3
320 850 10
320 858 3
320 867 7
320 872 14
320 877 15
320 915 1
320 955 5
320 515 0
320 545 6
320 548 15
320 563 15
320 585 14
320 595 7
320 623 6
320 738 7
320 742 11
320 786 4
320 803 10
320 806 8
320 842 5
320 857 13
320 900 5
320 924 13
320 934 7
320 935 12
320 960 5
320 963 9
321 62 11
321 70 1
321 131 9
321 132 9
321 162 0
321 170 7
321 195 0
321 216 10
321 289 5
321 295 3
321 297 0
321 301 4
321 302 9
321 372 11
321 393 2
321 453 12
321 457 11
321 462 10
321 531 2
321 566 5
321 573 6
321 575 9
321 585 14
321 590 5
321 595 2
321 611 7
321 620 9
321 652 12
321 674 8
321 678 6
321 707 14
321 725 10
321 737 8
321 744 5
321 778 1
321 779 12
321 795 12
321 837 9
321 844 5
321 860 12
321 864 0
321 869 7
321 875 11
321 878 13
321 903 12
321 919 7
321 943 9
321 986 15
321 508 10
321 543 10
321 602 4
321 632 15
321 653 5
321 662 0
321 667 3
321 702 7
321 708 7
321 723 12
321 815 4
321 831 10
321 870 10
321 905 13
321 945 8
321 976 5
322 5 15
322 49 6
322 95 5
322 115 2
322 148 3
322 185 1
322 192 5
322 196 6
322 222 2
322 225 9
322 228 9
322 239 15
322 250 4
322 253 13
322 275 14
322 277 13
322 283 1
322 386 15
322 398 8
322 404 6
322 408 6
322 438 1
322 497 8
322 520 5
322 545 9
322 560 9
322 602 0
322 626 0
322 629 8
322 645 3
322 689 9
322 693 5
322 745 10
322 759 14
322 774 10
322 781 15
322 796 9
322 800 15
322 810 6
322 827 8
322 841 7
322 850 4
322 861 12
322 878 15
322 892 11
322 896 2
322 969 2
322 974 5
322 992 13
322 994 15
322 537 14
322 540 1
322 565 4
322 582 14
322 606 8
322 613 2
322 624 0
322 654 13
322 660 7
322 664 13
322 696 8
322 718 2
322 747 0
322 752 11
322 767 6
322 812 15
322 826 8
322 845 8
322 862 13
322 863 13
322 868 14
322 890 7
322 897 9
322 914 3
322 976 14
322 979 3
323 11 6
323 52 1
323 73 12
323 178 13
323 182 5
323 250 6
323 266 11
323 291 9
323 316 14
323 340 15
323 346 1
323 375 12
323 382 10
323 405 4
323 408 0
323 438 1
323 446 13
323 447 4
323 464 13
323 466 3
323 480 0
323 511 14
323 529 4
323 534 12
323 558 11
323 562 14
323 571 10
323 582 1
323 588 13
323 590 14
323 606 8
323 614 0
323 624 10
323 633 13
323 652 14
323 672 6
323 712 6
323 716 7
323 720 3
323 742 15
323 746 10
323 764 2
323 766 12
323 795 4
323 799 4
323 802 1
323 821 0
323 833 13
323 862 7
323 906 4
323 923 0
323 933 6
323 961 8
323 964 6
323 983 12
323 985 3
323 988 9
323 528 14
323 537 12
323 628 2
323 641 3
323 645 2
323 682 11
323 692 6
323 728 1
323 735 14
323 765 10
323 767 11
323 773 11
323 804 15
323 830 9
323 835 0
323 867 4
323 896 4
323 929 10
323 938 3
323 941 14
323 943 13
323 945 12
323 975 1
323 998 14
324 44 13
324 66 11
324 68 13
324 86 12
324 88 13
324 156 6
324 191 9
324 199 3
324 221 1
324 233 6
324 275 1
324 277 9
324 296 11
324 321 13
324 333 14
324 354 2
324 416 8
324 423 0
324 442 12
324 451 4
324 470 11
324 505 0
324 577 14
324 589 10
324 641 10
324 682 3
324 697 10
324 734 14
324 746 15
324 756 14
324 766 12
324 780 15
324 781 4
324 802 3
324 845 11
324 859 13
324 867 13
324 870 6
324 887 6
324 899 11
324 961 6
324 514 13
324 534 13
324 569 5
324 616 1
324 633 10
324 654 9
324 670 5
324 672 0
324 677 14
324 678 7
324 708 5
324 750 3
324 758 1
324 792 2
324 801 6
324 874 10
324 897 12
324 903 2
324 910 15
324 952 14
324 980 4
324 987 13
324 991 10
325 2 14
325 4 1
325 46 15
325 64 2
325 89 15
325 97 4
325 108 7
325 112 1
325 151 13
325 172 3
325 179 1
325 210 12
325 245 13
325 272 7
325 283 6
325 298 14
325 301 10
325 327 15
325 328 10
325 341 2
325 355 12
325 359 7
325 369 10
325 416 10
325 422 2
325 475 0
325 496 14
325 501 8
325 506 3
325 507 13
325 528 14
325 537 9
325 544 4
325 596 8
325 610 14
325 658 6
325 728 14
325 747 7
325 749 6
325 788 8
325 796 6
325 816 13
325 826 7
325 841 9
325 870 10
325 901 0
325 991 15
325 992 11
325 508 13
325 558 9
325 569 5
325 582 11
325 601 4
325 606 9
325 619 0
325 626 8
325 636 10
325 651 12
325 656 7
325 699 6
325 716 5
325 727 10
325 744 10
325 748 5
325 764 1
325 786 13
325 805 1
325 817 7
325 828 12
325 832 12
325 847 14
325 853 8
325 857 13
325 898 4
325 938 10
325 954 11
325 960 5
325 974 1
325 993 14
326 0 7
326 29 1
326 41 3
326 90 2
326 116 15
326 179 1
326 188 0
326 201 9
326 215 7
326 222 0
326 224 13
326 226 7
326 239 8
326 277 14
326 292 8
326 305 15
326 311 6
326 314 11
326 347 7
326 425 7
326 447 7
326 455 8
326 492 15
326 548 13
326 576 15
326 579 15
326 590 9
326 603 12
326 607 14
326 615 3
326 643 6
326 680 8
326 686 15
326 700 12
326 716 9
326 754 2
326 777 11
326 805 5
326 819 10
326 820 12
326 838 13
326 843 2
326 848 11
326 874 11
326 932 3
326 946 4
326 969 12
326 985 5
326 500 14
326 539 11
326 580 13
326 595 10
326 598 4
326 612 0
326 613 14
326 646 14
326 647 0
326 651 1
326 664 6
326 701 0
326 703 9
326 705 12
326 744 5
326 767 8
326 774 15
326 857 14
326 891 12
326 895 12
326 920 9
326 950 4
326 952 9
326 957 9
326 989 2
326 991 2
326 993 10
327 2 6
327 53 7
327 56 3
327 92 15
327 140 12
327 146 8
327 179 15
327 198 2
327 200 10
327 203 3
327 206 13
327 227 13
327 273 4
327 331 7
327 336 11
327 374 0
327 395 12
327 397 11
327 420 9
327 429 5
327 435 2
327 471 11
327 485 0
327 499 11
327 517 14
327 518 11
327 530 15
327 537 9
327 568 14
327 621 0
327 642 12
327 659 12
327 726 9
327 735 9
327 739 14
327 796 1
327 804 15
327 811 0
327 822 8
327 825 6
327 887 8
327 906 14
327 911 12
327 944 10
327 975 9
327 994 12
327 997 11
327 544 1
327 563 6
327 579 2
327 660 5
327 662 7
327 684 8
327 685 10
327 750 9
327 755 1
327 758 11
327 775 10
327 785 3
327 791 13
327 805 1
327 820 11
327 848 14
327 860 15
327 871 5
327 877 15
327 891 3
327 921 4
327 992 2
328 11 1
328 27 4
328 46 11
328 47 12
328 63 7
328 71 3
328 112 3
328 142 6
328 184 9
328 201 3
328 217 10
328 223 2
328 226 15
328 234 4
328 260 13
328 267 2
328 285 2
328 295 6
328 296 1
328 301 0
328 316 13
328 349 13
328 375 8
328 417 13
328 426 15
328 454 5
328 463 4
328 517 5
328 528 6
328 555 4
328 647 3
328 653 3
328 655 6
328 661 8
328 681 2
328 702 7
328 703 14
328 731 1
328 733 8
328 826 7
328 828 2
328 866 2
328 879 13
328 890 6
328 905 6
328 931 10
328 942 13
328 974 13
328 989 12
328 500 8
328 509 9
328 565 8
328 571 0
328 577 14
328 591 3
328 596 7
328 616 11
328 631 15
328 639 2
328 651 6
328 670 4
328 721 1
328 725 3
328 739 0
328 743 10
328 752 14
328 755 3
328 762 13
328 773 1
328 777 15
328 820 12
328 825 10
328 838 9
328 845 4
328 855 5
328 860 11
328 867 9
328 889 1
328 922 8
328 976 11
329 50 9
329 52 3
329 81 14
329 91 13
329 121 3
329 153 9
329 164 4
329 171 2
329 177 8
329 185 2
329 277 11
329 326 0
329 350 2
329 351 9
329 372 5
329 389 7
329 395 9
329 400 3
329 403 5
329 411 5
329 442 1
329 498 2
329 514 4
329 532 15
329 533 13
329 538 12
329 566 5
329 581 4
329 616 2
329 651 13
329 662 9
329 683 8
329 715 14
329 730 4
329 783 4
329 800 2
329 816 8
329 830 2
329 851 3
329 904 10
329 916 14
329 918 4
329 932 6
329 947 2
329 955 13
329 980 13
329 987 15
329 501 2
329 537 1
329 546 9
329 554 13
329 559 10
329 583 15
329 586 7
329 598 9
329 623 9
329 634 15
329 685 8
329 693 11
329 704 13
329 733 4
329 748 2
329 776 6
329 807 4
329 820 2
329 879 6
329 887 15
329 912 15
329 928 11
329 939 14
329 945 13
329 972 3
329 973 1
329 991 8
329 995 5
330 10 4
330 12 5
330 45 10
330 59 6
330 76 9
330 88 12
330 99 4
330 114 15
330 130 13
330 145 10
330 233 15
330 263 4
330 269 11
330 309 1
330 312 13
330 314 7
330 317 10
330 327 13
330 349 2
330 372 7
330 374 0
330 386 15
330 432 4
330 442 6
330 463 12
330 487 9
330 500 13
330 535 4
330 552 8
330 567 14
330 600 0
330 613 14
330 628 7
330 643 3
330 648 3
330 664 12
330 665 15
330 675 14
330 727 1
330 747 3
330 774 5
330 790 5
330 801 15
330 802 5
330 807 1
330 819 6
330 864 13
330 880 3
330 888 9
330 899 0
330 936 0
330 960 10
330 966 14
330 513 8
330 514 3
330 523 10
330 556 11
330 560 11
330 580 4
330 640 7
330 653 6
330 698 2
330 700 4
330 705 11
330 714 4
330 732 3
330 757 1
330 792 3
330 794 4
330 798 2
330 821 5
330 853 14
330 890 9
330 907 7
330 915 6
330 935 10
330 949 1
331 1 9
331 11 9
331 63 7
331 69 12
331 71 15
331 89 0
331 98 3
331 107 8
331 108 7
331 142 12
331 147 4
331 168 11
331 201 13
331 227 10
331 246 6
331 252 2
331 285 13
331 287 7
331 307 3
331 328 5
331 367 5
331 373 8
331 437 8
331 449 13
331 463 2
331 468 6
331 475 4
331 504 0
331 553 13
331 602 6
331 622 11
331 628 0
331 649 3
331 661 5
331 715 5
331 722 8
331 732 13
331 733 1
331 763 1
331 772 10
331 783 8
331 784 2
331 817 2
331 860 8
331 881 11
331 883 14
331 903 10
331 923 9
331 930 1
331 942 10
331 967 7
331 991 7
331 505 8
331 520 0
331 540 9
331 597 2
331 658 12
331 672 2
331 690 1
331 725 11
331 726 3
331 761 0
331 762 7
331 764 8
331 795 14
331 798 15
331 831 4
331 845 11
331 864 15
331 877 1
331 943 10
331 986 11
331 999 10
332 6 14
332 31 10
332 84 5
332 95 15
332 102 12
332 113 14
332 119 4
332 172 0
332 182 10
332 187 2
332 188 14
332 246 8
332 278 13
332 286 7
332 295 8
332 361 1
332 391 3
332 437 11
332 438 11
332 475 12
332 478 7
332 509 2
332 521 7
332 536 0
332 567 8
332 584 9
332 600 13
332 647 6
332 650 1
332 661 13
332 680 2
332 687 10
332 702 15
332 750 6
332 766 5
332 770 13
332 847 10
332 850 9
332 870 8
332 877 14
332 910 8
332 950 15
332 989 13
332 516 1
332 517 3
332 528 7
332 568 10
332 592 3
332 665 8
332 697 12
332 707 2
332 746 4
332 758 2
332 759 15
332 763 14
332 774 6
332 777 7
332 789 7
332 814 1
332 816 10
332 856 15
332 906 10
332 915 10
332 931 11
332 958 3
332 972 11
333 13 0
333 74 2
333 106 4
333 111 9
333 119 10
333 127 11
333 147 13
333 164 0
333 173 5
333 178 1
333 189 8
333 244 13
333 249 8
333 317 11
333 381 6
333 391 15
333 395 1
333 403 15
333 416 7
333 425 8
333 437 4
333 508 9
333 551 12
333 623 15
333 624 14
333 652 11
333 702 7
333 715 5
333 730 12
333 747 1
333 799 8
333 812 10
333 840 0
333 873 11
333 876 0
333 878 15
333 881 4
333 889 10
333 943 14
333 945 11
333 947 5
333 962 6
333 980 13
333 988 2
333 994 14
333 519 0
333 564 12
333 598 6
333 610 3
333 635 5
333 643 7
333 680 6
333 742 0
333 767 13
333 771 4
333 776 9
333 785 5
333 808 2
333 813 1
333 821 10
333 826 10
333 867 10
333 871 15
333 886 4
333 910 0
333 914 13
333 927 7
333 938 3
333 959 11
333 983 7
334 5 12
334 11 13
334 52 12
334 118 10
334 157 7
334 167 7
334 204 7
334 212 6
334 220 5
334 240 7
334 260 14
334 288 7
334 300 0
334 329 12
334 358 4
334 366 1
334 375 10
334 378 13
334 384 7
334 404 12
334 405 10
334 423 7
334 438 3
334 451 14
334 519 9
334 525 3
334 528 13
334 562 0
334 566 15
334 595 8
334 604 7
334 612 3
334 617 4
334 634 10
334 686 4
334 690 6
334 727 5
334 735 6
334 741 10
334 773 11
334 777 5
334 783 0
334 785 12
334 793 2
334 813 3
334 816 7
334 826 15
334 869 11
334 879 1
334 891 2
334 900 2
334 912 4
334 924 13
334 941 7
334 943 7
334 946 14
334 957 14
334 964 2
334 981 4
334 524 4
334 527 6
334 531 6
334 539 10
334 552 1
334 565 1
334 622 9
334 623 2
334 625 5
334 684 12
334 736 11
334 750 8
334 752 13
334 764 6
334 772 11
334 776 2
334 811 15
334 864 7
334 884 5
334 897 14
334 902 5
334 915 11
334 922 3
334 935 7
334 938 3
334 940 14
334 947 8
334 952 14
334 994 0
334 995 0
334 999 14
335 1 10
335 12 2
335 68 11
335 87 11
335 97 0
335 101 14
335 128 1
335 152 14
335 158 13
335 172 1
335 174 6
335 199 11
335 245 4
335 304 2
335 346 14
335 347 7
335 357 14
335 400 15
335 440 15
335 446 8
335 449 8
335 467 6
335 480 14
335 499 15
335 521 11
335 578 4
335 593 1
335 613 11
335 622 10
335 699 2
335 721 15
335 723 13
335 736 8
335 765 6
335 825 2
335 833 12
335 884 0
335 888 3
335 889 14
335 895 15
335 898 15
335 941 14
335 954 11
335 962 9
335 982 0
335 987 4
335 502 2
335 534 7
335 539 11
335 557 13
335 566 3
335 615 6
335 626 7
335 664 12
335 708 2
335 709 12
335 710 14
335 728 15
335 752 14
335 768 13
335 784 4
335 830 14
335 844 5
335 936 0
335 977 7
335 994 12
336 12 15
336 39 7
336 75 3
336 89 5
336 116 15
336 128 4
336 149 4
336 165 1
336 167 15
336 193 4
336 222 5
336 279 3
336 280 1
336 284 3
336 350 1
336 384 7
336 388 9
336 427 8
336 454 10
336 458 7
336 508 15
336 607 0
336 642 5
336 669 11
336 675 10
336 688 10
336 711 3
336 747 10
336 772 10
336 776 3
336 784 1
336 810 2
336 816 3
336 825 4
336 856 0
336 884 15
336 941 0
336 960 1
336 972 12
336 976 14
336 985 11
336 993 0
336 503 8
336 504 6
336 567 2
336 577 13
336 594 8
336 609 6
336 613 14
336 643 12
336 644 8
336 665 11
336 673 0
336 694 6
336 766 11
336 779 12
336 794 3
336 817 7
336 826 4
336 857 15
336 869 14
336 886 10
337 1 15
337 19 12
337 24 6
337 43 12
337 54 5
337 57 12
337 82 6
337 119 4
337 122 8
337 123 8
337 124 15
337 159 3
337 168 2
337 175 9
337 183 10
337 187 13
337 194 11
337 201 1
337 222 0
337 224 3
337 244 11
337 274 6
337 293 12
337 317 1
337 327 14
337 339 11
337 343 9
337 347 12
337 377 10
337 406 1
337 499 5
337 510 5
337 514 10
337 531 9
337 552 3
337 582 2
337 599 0
337 614 8
337 632 8
337 649 4
337 657 3
337 711 12
337 751 3
337 780 0
337 794 6
337 808 2
337 821 13
337 852 11
337 854 4
337 952 12
337 501 5
337 554 4
337 564 7
337 570 9
337 589 15
337 618 12
337 621 15
337 662 4
337 669 11
337 680 9
337 685 12
337 695 5
337 700 9
337 705 8
337 709 11
337 726 8
337 744 14
337 779 3
337 783 0
337 786 15
337 798 12
337 804 4
337 921 6
337 923 6
337 933 3
337 942 14
337 945 12
337 954 7
337 959 13
337 972 2
337 981 8
337 993 1
337 996 7
338 2 6
338 22 1
338 37 6
338 88 14
338 111 4
338 120 0
338 152 14
338 173 8
338 189 8
338 193 11
338 222 6
338 227 11
338 236 10
338 238 8
338 244 2
338 250 12
338 266 4
338 271 0
338 280 12
338 321 13
338 350 2
338 352 11
338 360 1
338 363 8
338 367 11
338 387 3
338 388 15
338 402 7
338 444 7
338 447 9
338 468 9
338 475 5
338 489 12
338 509 11
338 529 15
338 534 4
338 554 15
338 558 1
338 574 1
338 585 10
338 607 9
338 634 13
338 645 9
338 664 15
338 691 11
338 703 9
338 747 15
338 766 7
338 798 14
338 799 7
338 817 12
338 821 6
338 832 11
338 849 5
338 886 7
338 943 8
338 968 12
338 987 14
338 996 14
338 507 3
338 525 1
338 543 14
338 556 13
338 561 13
338 573 1
338 621 6
338 628 14
338 684 0
338 689 13
338 749 7
338 759 0
338 772 7
338 775 12
338 781 8
338 796 15
338 815 5
338 862 4
338 904 0
338 907 4
338 981 7
339 5 2
339 113 11
339 118 2
339 128 10
339 159 3
339 166 13
339 209 11
339 233 12
339 265 9
339 324 3
339 368 13
339 373 0
339 403 7
339 420 8
339 425 7
339 429 12
339 436 5
339 454 5
339 455 12
339 460 10
339 464 8
339 517 12
339 577 13
339 623 9
339 634 5
339 657 5
339 664 7
339 675 14
339 683 4
339 729 5
339 732 12
339 747 12
339 757 13
339 758 2
339 759 11
339 765 1
339 775 3
339 781 6
339 804 13
339 822 7
339 845 15
339 856 14
339 863 13
339 864 7
339 876 2
339 923 6
339 957 10
339 974 3
339 990 9
339 995 1
339 998 2
339 524 9
339 527 13
339 547 14
339 565 9
339 610 9
339 611 12
339 624 4
339 705 12
339 706 11
339 727 1
339 795 1
339 808 9
339 831 13
339 853 3
339 956 4
339 968 2
340 33 11
340 39 8
340 57 10
340 77 12
340 85 14
340 108 9
340 110 8
340 141 11
340 158 1
340 173 2
340 234 15
340 249 13
340 250 2
340 279 7
340 281 1
340 285 6
340 287 1
340 311 5
340 318 13
340 337 13
340 386 7
340 391 0
340 410 5
340 435 3
340 447 10
340 470 8
340 511 12
340 518 8
340 536 8
340 557 14
340 571 1
340 615 14
340 616 5
340 619 12
340 644 14
340 646 8
340 657 1
340 686 13
340 709 6
340 738 8
340 741 5
340 751 7
340 758 0
340 774 7
340 792 3
340 850 9
340 933 12
340 951 3
340 952 14
340 513 8
340 525 14
340 532 7
340 543 3
340 547 8
340 554 5
340 579 12
340 606 1
340 607 13
340 650 6
340 661 14
340 720 15
340 721 13
340 725 9
340 734 0
340 780 15
340 841 4
340 865 2
340 868 3
340 869 5
340 901 6
340 970 14
340 986 4
340 993 14
340 996 1
341 12 15
341 38 6
341 51 12
341 72 4
341 77 6
341 96 0
341 128 14
341 132 4
341 163 15
341 171 7
341 174 0
341 183 12
341 194 2
341 214 9
341 246 14
341 260 6
341 270 4
341 273 15
341 303 15
341 347 15
341 361 2
341 363 7
341 383 1
341 389 12
341 392 13
341 398 3
341 408 5
341 409 12
341 454 9
341 526 2
341 535 9
341 557 14
341 576 13
341 610 5
341 613 5
341 641 8
341 644 6
341 652 1
341 670 0
341 763 5
341 772 8
341 781 7
341 810 12
341 819 9
341 859 14
341 881 8
341 540 9
341 583 4
341 630 15
341 648 4
341 667 14
341 672 9
341 694 12
341 700 6
341 702 3
341 710 8
341 727 10
341 751 6
341 775 3
341 814 8
341 816 11
341 834 9
341 839 0
341 903 4
341 913 4
341 927 2
341 929 12
341 993 6
342 0 4
342 8 5
342 28 10
342 40 14
342 54 1
342 79 1
342 83 3
342 104 7
342 158 5
342 167 3
342 189 3
342 196 6
342 227 5
342 291 12
342 295 1
342 314 5
342 325 9
342 404 1
342 411 11
342 416 6
342 435 4
342 448 14
342 479 6
342 483 15
342 488 12
342 568 12
342 603 13
342 621 5
342 649 0
342 650 3
342 692 9
342 709 8
342 711 2
342 712 14
342 716 11
342 723 5
342 728 13
342 733 6
342 753 12
342 771 9
342 782 2
342 797 1
342 821 12
342 824 8
342 846 6
342 888 9
342 972 1
342 988 5
342 505 6
342 509 14
342 552 0
342 560 11
342 578 2
342 583 14
342 600 15
342 607 5
342 647 10
342 659 10
342 679 4
342 687 2
342 714 9
342 717 8
342 729 9
342 739 10
342 757 13
342 759 6
342 796 13
342 800 13
342 812 10
342 814 8
342 839 15
342 844 15
342 850 9
342 854 10
342 857 7
342 868 15
342 883 11
342 931 6
342 933 6
343 2 9
343 15 7
343 23 1
343 28 14
343 35 9
343 37 10
343 55 9
343 62 15
343 117 9
343 125 10
343 140 10
343 142 9
343 150 9
343 154 13
343 163 12
343 166 8
343 168 12
343 305 6
343 324 3
343 351 0
343 354 2
343 377 1
343 385 3
343 393 5
343 470 4
343 476 15
343 553 6
343 587 13
343 588 0
343 589 9
343 599 1
343 602 8
343 611 7
343 620 0
343 683 14
343 685 15
343 689 9
343 698 15
343 734 15
343 747 7
343 775 5
343 786 1
343 795 3
343 812 15
343 816 13
343 841 3
343 883 7
343 904 4
343 916 7
343 957 12
343 990 1
343 997 1
343 999 14
343 526 1
343 531 13
343 543 14
343 547 3
343 567 5
343 694 8
343 697 5
343 735 4
343 818 0
343 907 7
343 933 13
343 986 13
344 5 0
344 13 11
344 29 8
344 79 5
344 86 3
344 131 13
344 156 1
344 165 1
344 194 12
344 199 1
344 229 14
344 267 13
344 272 4
344 289 10
344 296 2
344 313 6
344 318 4
344 347 13
344 349 12
344 391 0
344 424 4
344 433 14
344 447 8
344 448 9
344 460 1
344 514 1
344 540 4
344 546 9
344 567 11
344 569 4
344 592 7
344 609 0
344 611 8
344 614 3
344 619 0
344 626 9
344 638 11
344 642 5
344 683 12
344 690 7
344 692 5
344 695 4
344 711 5
344 717 4
344 728 1
344 757 15
344 776 4
344 782 13
344 789 15
344 790 11
344 797 13
344 815 4
344 839 3
344 850 1
