1000 48356
396 855 9
396 926 14
396 927 13
396 963 7
396 972 12
397 9 14
397 19 11
397 42 10
397 50 11
397 59 12
397 71 10
397 82 5
397 110 6
397 146 9
397 147 10
397 184 15
397 192 14
397 206 8
397 217 7
397 250 11
397 293 6
397 305 9
397 310 9
397 321 7
397 423 12
397 438 5
397 461 15
397 468 5
397 542 5
397 553 13
397 578 13
397 639 12
397 672 1
397 718 15
397 726 14
397 781 8
397 809 13
397 812 13
397 818 5
397 853 8
397 854 13
397 859 12
397 873 12
397 920 15
397 999 9
397 521 7
397 531 9
397 533 11
397 549 14
397 566 11
397 597 14
397 689 15
397 690 8
397 751 12
397 786 13
397 807 7
397 870 7
397 936 7
397 937 6
397 942 11
397 968 8
397 995 15
398 19 8
398 21 12
398 30 7
398 41 13
398 59 5
398 68 5
398 83 8
398 150 8
398 161 13
398 164 12
398 204 9
398 225 15
398 232 15
398 237 10
398 239 5
398 255 14
398 262 10
398 273 9
398 289 10
398 332 10
398 345 11
398 364 8
398 369 14
398 381 8
398 415 11
398 484 5
398 489 5
398 561 12
398 567 13
398 571 9
398 575 11
398 580 6
398 617 5
398 631 5
398 632 13
398 667 8
398 685 8
398 694 7
398 707 11
398 713 14
398 722 5
398 743 13
398 769 12
398 773 6
398 818 11
398 847 12
398 876 8
398 891 12
398 893 14
398 898 8
398 900 9
398 908 12
398 984 7
398 551 5
398 566 13
398 621 15
398 627 5
398 637 8
398 652 9
398 691 5
398 717 15
398 803 11
398 836 7
398 871 12
398 879 9
398 886 10
398 894 8
398 931 14
398 967 8
398 987 10
399 8 15
399 29 6
399 45 6
399 72 11
399 89 6
399 98 13
399 109 12
399 124 12
399 155 5
399 157 11
399 174 10
399 183 14
399 184 14
399 204 13
399 225 12
399 227 8
399 247 7
399 270 8
399 273 10
399 318 7
399 353 14
399 354 11
399 389 12
399 402 14
399 428 15
399 443 11
399 461 9
399 481 8
399 493 10
399 497 15
399 498 7
399 568 13
399 582 8
399 589 15
399 592 10
399 601 6
399 606 11
399 608 15
399 612 5
399 634 10
399 666 5
399 704 11
399 752 8
399 755 8
399 764 15
399 773 13
399 812 12
399 832 10
399 834 14
399 848 13
399 849 10
399 861 11
399 868 14
399 881 7
399 931 5
399 945 11
399 946 9
399 950 15
399 539 15
399 563 5
399 584 9
399 614 9
399 645 12
399 661 10
399 709 8
399 736 15
399 745 7
399 766 9
399 768 6
399 808 5
399 817 7
399 889 14
399 894 11
399 958 5
399 974 10
399 981 5
399 982 12
399 987 5
400 60 15
400 66 8
400 111 12
400 135 8
400 184 11
400 201 7
400 216 8
400 220 15
400 235 13
400 258 14
400 301 6
400 319 14
400 324 5
400 339 15
400 357 9
400 364 10
400 373 9
400 375 11
400 403 12
400 441 13
400 442 6
400 453 10
400 458 8
400 478 11
400 495 5
400 519 13
400 536 12
400 543 12
400 545 8
400 571 14
400 626 13
400 639 9
400 643 10
400 649 12
400 676 10
400 682 14
400 691 14
400 749 5
400 768 10
400 780 5
400 885 6
400 930 5
400 946 6
400 954 5
400 986 12
400 989 8
400 549 6
400 577 11
400 601 9
400 602 10
400 613 12
400 627 5
400 637 10
400 684 10
400 697 5
400 720 5
400 722 9
400 727 8
400 763 8
400 842 7
400 850 9
400 856 7
400 861 5
400 935 15
400 949 13
400 985 11
401 31 12
401 123 14
401 170 7
401 208 13
401 241 6
401 285 13
401 331 11
401 375 12
401 382 11
401 409 14
401 418 8
401 436 12
401 459 13
401 475 11
401 477 15
401 496 13
401 505 8
401 618 14
401 630 6
401 645 11
401 654 14
401 657 10
401 684 11
401 698 10
401 714 5
401 723 5
401 725 15
401 764 6
401 783 15
401 815 15
401 819 12
401 833 6
401 835 8
401 855 12
401 879 6
401 911 6
401 934 13
401 951 7
401 971 7
401 992 7
401 509 8
401 628 6
401 650 7
401 656 15
401 669 9
401 701 12
401 730 13
401 755 14
401 772 14
401 894 15
401 923 6
401 936 5
401 966 10
401 977 13
402 56 14
402 59 8
402 83 14
402 182 11
402 216 5
402 218 15
402 226 6
402 240 9
402 241 14
402 246 15
402 250 6
402 259 9
402 264 13
402 303 11
402 312 12
402 369 12
402 392 10
402 399 13
402 408 7
402 412 6
402 432 7
402 458 5
402 461 13
402 484 10
402 489 13
402 492 7
402 502 15
402 505 13
402 511 14
402 515 9
402 536 14
402 537 15
402 549 13
402 567 13
402 577 6
402 590 5
402 628 7
402 664 14
402 673 14
402 707 11
402 710 7
402 749 8
402 789 5
402 790 14
402 803 11
402 852 15
402 868 15
402 929 6
402 930 6
402 932 8
402 949 9
402 990 7
402 994 15
402 998 8
402 517 15
402 534 15
402 558 6
402 576 14
402 601 9
402 635 8
402 701 11
402 728 11
402 758 10
402 769 5
402 809 10
402 815 15
402 841 6
402 845 10
402 891 15
402 934 14
402 951 7
402 953 7
402 954 14
402 982 9
403 3 13
403 34 11
403 73 10
403 78 8
403 103 14
403 106 12
403 140 8
403 147 12
403 152 11
403 174 8
403 195 8
403 199 14
403 233 11
403 242 14
403 245 13
403 249 10
403 269 5
403 290 9
403 293 15
403 310 11
403 322 15
403 345 14
403 346 6
403 362 8
403 413 6
403 446 7
403 460 8
403 535 9
403 542 10
403 546 8
403 556 11
403 572 6
403 574 13
403 575 12
403 589 8
403 602 10
403 614 15
403 625 12
403 654 8
403 671 10
403 674 10
403 759 8
403 761 14
403 774 12
403 776 11
403 835 8
403 840 14
403 850 5
403 851 8
403 864 5
403 915 9
403 924 9
403 938 14
403 946 11
403 961 8
403 967 15
403 983 5
403 521 8
403 527 5
403 543 7
403 552 6
403 568 12
403 610 10
403 624 14
403 658 5
403 672 12
403 697 7
403 718 10
403 745 10
403 770 11
403 773 6
403 779 10
403 794 10
403 832 11
403 833 5
403 836 6
403 848 12
403 937 13
403 960 15
403 973 7
403 977 11
403 979 13
403 994 12
404 82 13
404 95 8
404 100 9
404 102 6
404 113 15
404 119 12
404 125 6
404 192 8
404 240 6
404 248 12
404 259 8
404 271 8
404 272 9
404 274 5
404 280 14
404 308 11
404 323 7
404 325 8
404 343 9
404 358 13
404 378 15
404 384 11
404 385 6
404 411 14
404 414 7
404 423 8
404 434 15
404 485 9
404 531 7
404 563 6
404 614 11
404 630 13
404 635 15
404 684 11
404 690 13
404 715 9
404 736 5
404 764 7
404 769 5
404 771 7
404 777 15
404 804 11
404 808 7
404 831 5
404 845 7
404 850 11
404 859 14
404 876 6
404 883 13
404 913 12
404 935 14
404 937 5
404 945 9
404 947 9
404 948 15
404 960 5
404 992 5
404 595 11
404 600 7
404 610 12
404 617 14
404 632 11
404 649 8
404 650 14
404 661 6
404 682 8
404 683 7
404 689 10
404 710 13
404 727 11
404 735 9
404 742 15
404 755 14
404 761 13
404 778 8
404 790 9
404 832 14
404 852 6
404 863 8
404 896 7
404 898 5
404 930 10
404 950 7
404 969 15
404 970 9
405 31 13
405 33 6
405 48 10
405 105 6
405 111 6
405 119 10
405 131 13
405 169 11
405 186 11
405 193 9
405 217 9
405 265 11
405 269 11
405 271 9
405 295 9
405 322 14
405 332 13
405 338 7
405 346 13
405 361 15
405 401 6
405 417 8
405 434 9
405 435 8
405 446 12
405 449 12
405 455 15
405 463 11
405 480 8
405 522 14
405 529 5
405 575 7
405 577 11
405 592 11
405 623 5
405 635 14
405 686 9
405 708 8
405 723 5
405 750 6
405 761 15
405 768 13
405 809 12
405 815 7
405 848 12
405 885 10
405 894 13
405 910 8
405 914 13
405 926 7
405 937 8
405 977 8
405 523 5
405 545 15
405 563 11
405 568 12
405 582 6
405 614 15
405 622 12
405 676 12
405 679 5
405 744 12
405 753 8
405 764 15
405 962 10
405 964 11
406 7 14
406 10 12
406 16 6
406 52 10
406 74 9
406 82 13
406 86 11
406 121 14
406 138 14
406 174 7
406 185 13
406 227 7
406 232 14
406 283 6
406 291 14
406 295 15
406 322 6
406 336 7
406 368 6
406 390 15
406 401 11
406 405 12
406 416 12
406 426 13
406 521 13
406 560 15
406 565 11
406 575 6
406 647 12
406 650 15
406 720 8
406 724 6
406 770 15
406 778 5
406 789 10
406 859 7
406 936 6
406 942 12
406 966 13
406 995 13
406 525 11
406 542 5
406 584 9
406 588 11
406 602 8
406 608 12
406 615 15
406 621 11
406 655 15
406 682 14
406 701 11
406 704 15
406 713 15
406 714 14
406 730 7
406 756 6
406 797 14
406 811 6
406 820 6
406 828 14
406 850 10
406 866 15
406 893 10
406 937 13
406 975 5
406 996 10
407 14 10
407 19 11
407 41 11
407 44 15
407 45 12
407 46 6
407 73 8
407 102 14
407 153 8
407 164 8
407 174 10
407 177 10
407 187 14
407 235 9
407 241 13
407 247 13
407 249 12
407 281 7
407 325 7
407 342 13
407 364 9
407 366 6
407 387 5
407 391 8
407 409 10
407 424 15
407 484 5
407 503 9
407 534 15
407 543 11
407 693 13
407 700 14
407 703 8
407 716 13
407 722 6
407 733 15
407 763 11
407 767 13
407 821 12
407 826 7
407 864 9
407 881 11
407 887 9
407 924 6
407 962 11
407 542 7
407 545 11
407 617 9
407 618 9
407 622 10
407 642 11
407 678 -5
407 683 12
407 694 11
407 708 15
407 713 5
407 738 6
407 744 7
407 747 8
407 757 5
407 775 7
407 801 7
407 806 10
407 810 13
407 813 10
407 895 5
407 936 7
407 979 15
408 53 11
408 64 15
408 68 11
408 89 11
408 116 6
408 118 5
408 138 9
408 144 6
408 148 5
408 150 8
408 163 8
408 202 13
408 221 7
408 249 9
408 268 7
408 282 8
408 283 5
408 293 10
408 300 5
408 321 13
408 344 6
408 367 5
408 426 12
408 428 13
408 444 9
408 467 12
408 482 11
408 486 14
408 525 5
408 554 13
408 564 11
408 568 11
408 611 14
408 619 9
408 639 5
408 655 7
408 732 9
408 747 5
408 753 11
408 757 9
408 759 7
408 760 11
408 764 12
408 765 10
408 782 9
408 819 11
408 830 8
408 834 13
408 843 7
408 870 10
408 892 8
408 899 13
408 912 7
408 937 7
408 944 6
408 974 6
408 528 13
408 540 9
408 576 8
408 584 5
408 593 7
408 600 10
408 606 6
408 652 10
408 663 14
408 665 8
408 680 13
408 696 6
408 700 5
408 770 12
408 772 10
408 788 9
408 791 7
408 798 15
408 826 9
408 846 5
408 861 6
408 888 10
408 923 15
408 958 6
408 985 15
409 37 7
409 87 14
409 92 14
409 105 13
409 110 12
409 120 15
409 123 8
409 129 5
409 174 6
409 189 6
409 201 9
409 204 13
409 223 11
409 234 5
409 247 13
409 253 5
409 269 10
409 279 8
409 286 13
409 288 11
409 291 12
409 301 8
409 324 12
409 331 15
409 333 11
409 341 12
409 361 12
409 364 15
409 373 7
409 376 11
409 389 11
409 400 13
409 402 10
409 411 15
409 429 12
409 434 10
409 460 13
409 483 11
409 488 12
409 507 13
409 511 13
409 515 8
409 526 10
409 560 7
409 588 6
409 604 14
409 609 10
409 646 6
409 696 13
409 701 7
409 715 6
409 779 13
409 783 15
409 799 14
409 803 14
409 812 12
409 838 12
409 848 11
409 878 7
409 903 13
409 906 9
409 948 10
409 954 7
409 968 11
409 972 9
409 988 10
409 996 12
409 563 8
409 601 6
409 635 11
409 660 5
409 700 14
409 740 15
409 742 15
409 754 7
409 771 12
409 792 10
409 825 9
409 877 11
409 880 8
409 882 7
409 886 14
409 915 8
409 917 6
409 946 5
409 976 15
410 8 6
410 22 15
410 78 9
410 120 7
410 138 6
410 222 10
410 237 6
410 244 13
410 261 15
410 280 12
410 326 9
410 333 13
410 344 5
410 345 15
410 350 8
410 374 11
410 379 15
410 441 6
410 457 15
410 458 6
410 507 14
410 527 9
410 570 11
410 600 7
410 628 8
410 673 8
410 682 6
410 717 7
410 732 14
410 747 7
410 765 8
410 779 12
410 788 5
410 804 11
410 818 9
410 832 5
410 833 11
410 836 8
410 857 9
410 861 9
410 866 9
410 876 7
410 891 8
410 930 12
410 939 7
410 948 12
410 954 11
410 982 7
410 513 15
410 532 15
410 553 15
410 569 10
410 615 11
410 624 11
410 630 12
410 631 12
410 632 11
410 653 8
410 677 5
410 777 10
410 780 5
410 782 7
410 792 11
410 813 7
410 816 15
410 867 7
410 869 9
410 877 9
410 950 12
411 60 13
411 87 7
411 105 13
411 159 13
411 193 13
411 200 9
411 214 14
411 226 7
411 241 14
411 358 15
411 363 5
411 399 15
411 408 10
411 426 9
411 427 7
411 433 14
411 437 14
411 439 10
411 492 8
411 511 7
411 513 14
411 541 14
411 556 15
411 565 6
411 571 7
411 590 10
411 594 6
411 602 15
411 624 14
411 646 7
411 649 6
411 682 10
411 701 11
411 709 11
411 729 6
411 752 10
411 754 10
411 759 8
411 804 7
411 832 15
411 869 7
411 877 5
411 878 8
411 883 6
411 885 8
411 927 11
411 935 5
411 951 6
411 993 9
411 996 9
411 531 11
411 537 9
411 585 9
411 587 8
411 593 6
411 613 15
411 647 12
411 664 10
411 700 7
411 703 14
411 717 8
411 743 9
411 800 15
411 868 5
411 879 8
411 899 14
411 959 7
411 980 6
412 35 6
412 128 13
412 150 9
412 169 7
412 179 15
412 182 7
412 188 9
412 205 9
412 210 10
412 241 10
412 247 9
412 258 11
412 260 5
412 261 6
412 262 9
412 268 12
412 270 14
412 271 12
412 290 15
412 337 11
412 338 10
412 349 8
412 355 12
412 426 15
412 439 6
412 468 8
412 504 15
412 522 11
412 553 8
412 572 14
412 591 8
412 602 8
412 616 6
412 646 12
412 657 11
412 682 13
412 691 8
412 733 7
412 755 6
412 781 5
412 791 15
412 793 7
412 794 12
412 799 8
412 816 13
412 824 7
412 831 9
412 832 12
412 901 10
412 932 6
412 937 10
412 942 8
412 508 13
412 514 9
412 524 7
412 528 11
412 537 11
412 569 10
412 575 13
412 719 14
412 772 6
412 792 14
412 798 12
412 809 12
412 853 12
412 858 14
412 859 14
412 877 9
412 899 7
412 929 15
412 967 10
412 968 8
412 986 14
413 13 13
413 33 9
413 43 11
413 64 10
413 74 6
413 79 8
413 89 13
413 104 13
413 115 12
413 126 6
413 133 9
413 223 7
413 238 13
413 262 12
413 267 13
413 282 11
413 322 15
413 384 6
413 390 8
413 428 9
413 478 15
413 538 13
413 549 7
413 579 10
413 615 5
413 631 15
413 633 7
413 690 10
413 698 6
413 707 14
413 724 9
413 749 6
413 795 9
413 808 8
413 811 8
413 824 6
413 841 6
413 848 7
413 849 9
413 869 12
413 884 9
413 905 7
413 926 12
413 933 7
413 962 12
413 971 14
413 989 7
413 509 9
413 522 12
413 526 10
413 620 13
413 638 6
413 639 15
413 682 13
413 704 15
413 745 11
413 746 9
413 760 14
413 781 11
413 801 15
413 839 15
413 842 14
413 850 8
413 855 7
413 895 12
413 904 15
413 956 12
413 957 7
413 978 10
414 43 14
414 66 6
414 84 14
414 102 7
414 164 8
414 168 8
414 181 6
414 217 5
414 235 5
414 237 15
414 254 7
414 297 10
414 316 8
414 334 12
414 360 13
414 364 13
414 430 6
414 431 15
414 436 10
414 444 13
414 500 10
414 521 13
414 582 15
414 587 7
414 590 9
414 612 10
414 616 5
414 633 7
414 641 11
414 644 10
414 648 10
414 651 12
414 662 14
414 688 13
414 701 6
414 710 6
414 714 6
414 716 11
414 719 14
414 731 7
414 738 7
414 740 15
414 777 13
414 795 6
414 842 12
414 863 10
414 882 13
414 895 11
414 896 7
414 913 13
414 940 14
414 975 5
414 979 15
414 989 13
414 990 14
414 502 5
414 525 13
414 543 12
414 573 11
414 608 6
414 617 15
414 652 7
414 680 5
414 702 5
414 733 9
414 785 10
414 872 14
414 924 14
414 954 9
414 960 6
414 962 6
415 10 15
415 17 6
415 83 13
415 85 9
415 170 6
415 179 9
415 187 15
415 215 11
415 220 5
415 242 9
415 247 10
415 250 10
415 259 15
415 260 11
415 262 10
415 302 13
415 362 11
415 396 9
415 432 13
415 482 9
415 502 5
415 535 7
415 547 14
415 548 6
415 581 7
415 593 6
415 625 10
415 627 9
415 639 11
415 643 12
415 656 7
415 661 11
415 681 15
415 701 14
415 716 12
415 736 13
415 744 15
415 770 10
415 819 11
415 851 8
415 901 7
415 909 7
415 942 15
415 950 15
415 955 8
415 956 10
415 970 10
415 972 14
415 500 12
415 511 7
415 553 13
415 570 6
415 659 8
415 663 5
415 664 5
415 669 11
415 692 13
415 700 6
415 712 6
415 746 8
415 749 13
415 774 5
415 803 11
415 816 5
415 827 9
415 838 8
415 854 10
415 868 6
415 884 11
415 900 13
415 914 13
416 6 11
416 10 8
416 48 14
416 54 8
416 61 14
416 67 8
416 94 8
416 116 15
416 121 15
416 125 11
416 164 13
416 178 15
416 180 14
416 198 13
416 200 14
416 280 10
416 309 14
416 314 9
416 336 15
416 345 15
416 354 10
416 407 12
416 408 15
416 415 14
416 419 14
416 429 15
416 458 8
416 468 14
416 476 15
416 479 10
416 495 6
416 501 10
416 577 13
416 609 14
416 622 12
416 687 6
416 696 6
416 720 9
416 736 7
416 766 5
416 788 11
416 823 15
416 831 9
416 834 12
416 835 14
416 849 10
416 852 12
416 870 5
416 874 14
416 884 6
416 902 15
416 904 5
416 916 14
416 951 9
416 969 13
416 564 8
416 589 8
416 641 6
416 678 10
416 684 13
416 685 9
416 709 7
416 745 14
416 758 11
416 760 8
416 763 11
416 825 13
416 830 14
416 864 10
416 867 14
416 885 9
416 893 11
416 955 14
416 963 14
416 993 9
417 15 5
417 73 8
417 90 8
417 101 15
417 111 6
417 116 14
417 185 11
417 188 6
417 212 9
417 226 10
417 234 5
417 240 7
417 258 13
417 275 14
417 285 7
417 341 12
417 389 9
417 400 8
417 430 14
417 439 9
417 453 14
417 460 15
417 472 11
417 474 11
417 493 7
417 504 8
417 520 15
417 544 11
417 553 14
417 588 12
417 634 15
417 652 13
417 654 14
417 678 8
417 732 15
417 741 10
417 763 8
417 771 12
417 783 14
417 828 8
417 837 7
417 876 9
417 878 14
417 886 6
417 910 6
417 933 6
417 934 11
417 993 11
417 997 13
417 542 8
417 547 12
417 585 7
417 604 7
417 692 11
417 705 15
417 794 15
417 820 10
417 829 9
417 852 12
417 864 15
417 870 6
417 874 15
417 879 14
417 926 11
417 930 9
417 932 11
417 947 8
418 11 10
418 17 10
418 27 11
418 50 6
418 53 9
418 93 6
418 132 10
418 155 7
418 158 12
418 202 14
418 241 15
418 288 12
418 289 5
418 298 8
418 307 7
418 314 9
418 318 11
418 339 8
418 408 9
418 422 11
418 426 5
418 434 10
418 461 9
418 469 7
418 472 10
418 479 6
418 482 13
418 491 6
418 512 5
418 523 15
418 531 9
418 535 14
418 552 6
418 562 15
418 563 10
418 620 9
418 627 9
418 666 15
418 674 13
418 679 6
418 749 11
418 798 8
418 802 13
418 878 13
418 893 14
418 899 9
418 908 11
418 922 15
418 926 14
418 938 15
418 940 14
418 972 7
418 539 11
418 579 6
418 599 13
418 649 5
418 652 13
418 654 10
418 704 15
418 725 15
418 728 12
418 761 5
418 772 13
418 778 10
418 837 12
418 846 5
418 897 14
418 924 7
418 948 15
418 983 5
419 28 14
419 79 15
419 85 13
419 98 6
419 180 7
419 202 12
419 236 6
419 248 7
419 256 15
419 263 6
419 277 14
419 283 11
419 307 9
419 309 8
419 341 7
419 349 5
419 378 5
419 396 7
419 406 14
419 420 9
419 421 12
419 424 13
419 428 10
419 439 5
419 440 10
419 441 8
419 451 8
419 457 13
419 471 8
419 473 5
419 551 8
419 560 9
419 563 8
419 571 10
419 589 7
419 601 9
419 632 10
419 642 13
419 666 5
419 687 11
419 701 10
419 717 5
419 742 12
419 776 7
419 783 10
419 809 8
419 811 10
419 831 6
419 836 6
419 864 15
419 865 9
419 919 9
419 535 0
419 561 8
419 565 5
419 576 7
419 590 12
419 600 15
419 614 7
419 622 5
419 667 5
419 673 14
419 696 11
419 711 13
419 721 5
419 792 9
419 797 14
419 803 15
419 841 5
419 843 9
419 851 12
419 940 11
419 948 6
419 989 7
420 1 6
420 16 7
420 46 15
420 96 11
420 152 10
420 214 11
420 233 10
420 249 9
420 250 12
420 252 7
420 322 15
420 324 7
420 327 6
420 367 7
420 371 12
420 445 10
420 477 5
420 489 6
420 521 12
420 587 5
420 605 14
420 606 9
420 628 8
420 655 10
420 663 10
420 726 9
420 731 10
420 779 15
420 785 6
420 841 7
420 862 6
420 878 12
420 933 12
420 937 6
420 955 9
420 529 11
420 531 10
420 568 9
420 588 5
420 619 6
420 679 7
420 705 14
420 742 12
420 754 5
420 766 8
420 782 7
420 797 13
420 822 14
420 869 5
420 954 9
421 56 15
421 88 13
421 112 11
421 131 10
421 133 9
421 135 5
421 154 11
421 196 5
421 208 8
421 220 14
421 221 14
421 232 13
421 243 7
421 310 14
421 322 15
421 425 6
421 434 11
421 453 5
421 462 9
421 519 8
421 526 5
421 528 5
421 557 8
421 559 14
421 593 5
421 601 14
421 613 7
421 614 14
421 618 6
421 637 12
421 659 14
421 662 8
421 666 14
421 703 10
421 718 15
421 722 9
421 769 5
421 786 15
421 791 12
421 798 5
421 806 6
421 809 8
421 841 8
421 843 9
421 852 9
421 854 12
421 857 11
421 860 11
421 879 14
421 895 11
421 952 9
421 956 5
421 992 11
421 512 15
421 543 8
421 570 13
421 577 12
421 628 12
421 651 11
421 694 10
421 697 13
421 731 6
421 755 6
421 756 15
421 793 13
421 801 14
421 803 15
421 812 7
421 904 7
421 942 13
421 950 11
421 979 9
422 51 7
422 62 7
422 77 11
422 78 8
422 95 15
422 114 13
422 121 12
422 128 12
422 156 14
422 159 14
422 183 10
422 192 11
422 247 10
422 280 5
422 289 10
422 296 9
422 297 15
422 338 5
422 345 10
422 386 7
422 387 12
422 388 5
422 394 12
422 395 7
422 433 9
422 441 15
422 447 8
422 451 5
422 491 10
422 494 7
422 496 6
422 511 6
422 547 15
422 554 12
422 559 8
422 608 9
422 615 8
422 646 13
422 670 10
422 678 13
422 716 14
422 719 8
422 725 15
422 735 10
422 765 6
422 802 6
422 807 13
422 809 5
422 812 7
422 828 7
422 839 7
422 843 14
422 848 15
422 910 5
422 928 11
422 943 15
422 577 6
422 579 7
422 589 13
422 612 5
422 629 6
422 630 14
422 671 9
422 692 8
422 696 7
422 718 11
422 748 6
422 750 8
422 808 15
422 836 15
422 873 9
422 878 15
422 886 10
422 897 15
422 901 9
422 905 15
422 933 13
423 20 9
423 55 8
423 61 15
423 78 13
423 105 14
423 126 15
423 207 15
423 209 14
423 212 8
423 222 5
423 238 9
423 246 7
423 254 6
423 264 13
423 276 10
423 283 6
423 295 14
423 304 15
423 331 6
423 334 13
423 379 13
423 380 8
423 410 7
423 421 5
423 424 8
423 493 14
423 505 13
423 535 9
423 589 14
423 609 5
423 664 11
423 684 10
423 708 15
423 715 6
423 733 14
423 748 13
423 750 11
423 754 7
423 755 11
423 758 8
423 776 7
423 789 5
423 800 14
423 847 7
423 858 8
423 859 11
423 884 15
423 901 14
423 948 7
423 983 10
423 559 6
423 623 11
423 644 15
423 646 9
423 670 6
423 726 14
423 736 15
423 764 9
423 812 6
423 825 7
423 830 8
423 871 7
423 879 15
423 898 13
423 969 11
423 971 8
423 975 9
423 985 9
423 994 10
423 998 6
424 0 11
424 9 11
424 42 11
424 51 13
424 89 13
424 103 10
424 121 10
424 124 12
424 126 8
424 131 9
424 135 12
424 137 11
424 159 15
424 166 13
424 170 13
424 182 7
424 228 12
424 247 15
424 274 14
424 275 8
424 319 8
424 341 15
424 369 12
424 377 11
424 381 10
424 405 7
424 413 15
424 419 10
424 449 12
424 477 5
424 503 8
424 508 15
424 509 6
424 517 14
424 558 6
424 567 9
424 579 6
424 604 12
424 625 15
424 634 7
424 644 13
424 661 7
424 695 5
424 720 5
424 731 11
424 770 8
424 801 6
424 814 15
424 859 8
424 914 8
424 918 12
424 941 8
424 591 7
424 623 9
424 633 9
424 645 13
424 663 13
424 665 13
424 686 7
424 688 5
424 729 6
424 734 8
424 739 15
424 743 11
424 755 6
424 788 7
424 794 9
424 839 7
424 843 12
424 844 15
424 860 11
424 870 10
424 880 8
424 887 8
424 924 7
424 944 10
424 954 11
424 969 9
424 973 15
425 13 8
425 21 10
425 28 7
425 53 11
425 81 8
425 85 6
425 106 10
425 115 12
425 143 8
425 149 9
425 160 13
425 164 9
425 182 10
425 202 13
425 287 11
425 310 12
425 313 14
425 350 14
425 400 9
425 430 12
425 483 15
425 517 -4
425 550 8
425 620 14
425 622 12
425 633 8
425 650 5
425 670 13
425 682 8
425 746 12
425 769 8
425 775 6
425 813 6
425 858 7
425 883 14
425 884 15
425 916 7
425 918 5
425 928 10
425 940 10
425 970 13
425 500 5
425 510 7
425 511 15
425 525 9
425 531 10
425 534 8
425 536 9
425 539 13
425 565 5
425 605 6
425 638 8
425 643 7
425 646 15
425 669 8
425 684 14
425 705 10
425 707 15
425 724 12
425 762 9
425 777 15
425 809 12
425 847 8
425 854 15
425 860 13
425 877 8
425 885 9
425 932 9
425 933 8
425 978 7
425 983 14
426 19 12
426 116 14
426 119 8
426 127 12
426 152 9
426 165 13
426 167 14
426 179 14
426 184 15
426 251 5
426 260 7
426 269 8
426 326 5
426 351 8
426 378 15
426 400 5
426 449 9
426 457 7
426 514 6
426 515 9
426 517 5
426 522 14
426 560 11
426 587 5
426 591 6
426 600 11
426 630 11
426 634 14
426 708 10
426 709 5
426 716 8
426 740 5
426 756 12
426 765 8
426 769 10
426 780 8
426 794 15
426 845 9
426 848 15
426 849 13
426 929 11
426 965 6
426 987 11
426 996 9
426 519 10
426 521 12
426 593 8
426 631 13
426 646 7
426 658 9
426 698 13
426 775 15
426 784 10
426 786 12
426 801 5
426 808 8
426 841 9
426 844 13
426 846 11
426 872 11
426 880 15
426 896 7
426 897 7
426 900 14
426 939 8
426 972 14
426 974 12
427 0 15
427 2 7
427 3 12
427 20 12
427 35 7
427 83 13
427 143 15
427 148 9
427 160 13
427 202 14
427 239 9
427 262 7
427 316 15
427 321 10
427 330 8
427 336 12
427 375 11
427 443 15
427 446 6
427 448 15
427 453 5
427 455 7
427 475 7
427 487 10
427 488 9
427 499 5
427 520 7
427 595 5
427 599 13
427 664 12
427 716 7
427 722 11
427 745 5
427 751 12
427 780 10
427 834 6
427 877 12
427 898 14
427 900 5
427 902 9
427 946 5
427 958 7
427 980 5
427 513 7
427 544 10
427 550 5
427 553 9
427 620 13
427 652 11
427 655 5
427 657 7
427 774 13
427 796 6
427 797 10
427 804 10
427 806 14
427 867 9
427 883 10
427 930 11
427 954 9
427 955 7
427 997 7
428 102 15
428 103 6
428 121 6
428 130 12
428 226 13
428 247 12
428 260 6
428 274 7
428 294 12
428 371 9
428 392 10
428 407 14
428 410 15
428 482 12
428 524 10
428 546 5
428 570 9
428 580 5
428 582 14
428 592 5
428 612 13
428 623 12
428 625 10
428 631 8
428 632 12
428 666 11
428 684 10
428 734 5
428 751 9
428 754 1
428 775 8
428 786 7
428 814 10
428 815 9
428 816 7
428 836 5
428 859 7
428 883 11
428 899 5
428 931 15
428 956 14
428 971 6
428 973 11
428 983 6
428 994 9
428 506 6
428 534 8
428 535 15
428 573 15
428 599 14
428 642 10
428 675 6
428 699 14
428 739 9
428 749 7
428 769 13
428 777 12
428 826 12
428 837 14
428 838 12
428 850 10
428 903 5
428 916 10
428 925 13
428 927 12
428 938 12
428 972 10
428 988 10
429 36 7
429 44 9
429 54 10
429 55 14
429 79 12
429 90 10
429 116 5
429 120 5
429 127 12
429 128 7
429 173 6
429 180 6
429 184 12
429 208 15
429 243 15
429 260 12
429 263 13
429 288 5
429 290 8
429 319 11
429 321 14
429 322 13
429 341 6
429 378 9
429 464 6
429 474 11
429 482 6
429 491 6
429 535 14
429 538 14
429 563 7
429 608 8
429 636 10
429 641 12
429 670 5
429 674 14
429 675 11
429 728 5
429 731 15
429 735 11
429 736 7
429 740 8
429 754 12
429 764 -4
429 765 5
429 777 12
429 808 12
429 809 11
429 870 5
429 889 9
429 896 11
429 903 15
429 939 13
429 959 6
429 525 13
429 585 14
429 592 14
429 600 9
429 602 9
429 647 8
429 681 6
429 775 14
429 848 10
429 852 8
429 882 10
429 921 5
429 944 9
429 958 15
429 989 12
